x,y,response,size,octave
1128.00,305.00,22.000000,31.000,0
1114.00,306.00,21.000000,31.000,0
1177.00,78.00,15.000000,31.000,0
1182.00,69.00,8.000000,31.000,0
1176.00,63.00,13.000000,31.000,0
1170.00,135.00,10.000000,31.000,0
1177.00,133.00,11.000000,31.000,0
1204.00,309.00,47.000000,31.000,0
1194.00,309.00,26.000000,31.000,0
1202.00,305.00,65.000000,31.000,0
1196.00,302.00,33.000000,31.000,0
32.00,268.00,10.000000,31.000,0
25.00,266.00,17.000000,31.000,0
26.00,261.00,10.000000,31.000,0
20.00,263.00,16.000000,31.000,0
89.00,333.00,10.000000,31.000,0
77.00,337.00,10.000000,31.000,0
88.00,320.00,7.000000,31.000,0
81.00,325.00,7.000000,31.000,0
85.00,356.00,7.000000,31.000,0
75.00,350.00,7.000000,31.000,0
89.00,349.00,11.000000,31.000,0
75.00,345.00,7.000000,31.000,0
144.00,331.00,7.000000,31.000,0
136.00,332.00,10.000000,31.000,0
143.00,324.00,21.000000,31.000,0
131.00,97.00,23.000000,31.000,0
141.00,83.00,26.000000,31.000,0
136.00,87.00,20.000000,31.000,0
147.00,34.00,44.000000,31.000,0
132.00,31.00,52.000000,31.000,0
177.00,73.00,32.000000,31.000,0
176.00,75.00,20.000000,31.000,0
185.00,59.00,28.000000,31.000,0
176.00,59.00,35.000000,31.000,0
196.00,72.00,32.000000,31.000,0
186.00,80.00,30.000000,31.000,0
190.00,62.00,33.000000,31.000,0
222.00,30.00,42.000000,31.000,0
207.00,30.00,39.000000,31.000,0
222.00,25.00,31.000000,31.000,0
219.00,266.00,31.000000,31.000,0
207.00,270.00,58.000000,31.000,0
215.00,258.00,21.000000,31.000,0
209.00,256.00,22.000000,31.000,0
310.00,175.00,68.000000,31.000,0
303.00,173.00,79.000000,31.000,0
301.00,271.00,19.000000,31.000,0
300.00,263.00,11.000000,31.000,0
332.00,285.00,22.000000,31.000,0
325.00,293.00,27.000000,31.000,0
321.00,284.00,21.000000,31.000,0
384.00,114.00,101.000000,31.000,0
385.00,110.00,157.000000,31.000,0
375.00,106.00,137.000000,31.000,0
378.00,252.00,177.000000,31.000,0
389.00,237.00,189.000000,31.000,0
411.00,300.00,28.000000,31.000,0
398.00,300.00,57.000000,31.000,0
424.00,160.00,53.000000,31.000,0
428.00,147.00,29.000000,31.000,0
450.00,307.00,58.000000,31.000,0
439.00,311.00,32.000000,31.000,0
450.00,303.00,31.000000,31.000,0
470.00,115.00,51.000000,31.000,0
475.00,106.00,49.000000,31.000,0
523.00,330.00,37.000000,31.000,0
516.00,330.00,21.000000,31.000,0
524.00,317.00,25.000000,31.000,0
549.00,328.00,48.000000,31.000,0
557.00,323.00,22.000000,31.000,0
631.00,337.00,32.000000,31.000,0
628.00,337.00,24.000000,31.000,0
630.00,321.00,23.000000,31.000,0
637.00,289.00,8.000000,31.000,0
631.00,278.00,19.000000,31.000,0
623.00,278.00,57.000000,31.000,0
710.00,224.00,27.000000,31.000,0
704.00,226.00,30.000000,31.000,0
705.00,219.00,40.000000,31.000,0
726.00,350.00,29.000000,31.000,0
723.00,350.00,31.000000,31.000,0
717.00,349.00,27.000000,31.000,0
820.00,248.00,37.000000,31.000,0
814.00,251.00,37.000000,31.000,0
827.00,235.00,29.000000,31.000,0
811.00,233.00,27.000000,31.000,0
839.00,233.00,25.000000,31.000,0
833.00,234.00,43.000000,31.000,0
861.00,32.00,31.000000,31.000,0
850.00,31.00,24.000000,31.000,0
864.00,20.00,29.000000,31.000,0
847.00,156.00,28.000000,31.000,0
862.00,155.00,47.000000,31.000,0
854.00,155.00,40.000000,31.000,0
921.00,235.00,32.000000,31.000,0
908.00,231.00,34.000000,31.000,0
1172.00,246.00,23.000000,31.000,0
1183.00,234.00,28.000000,31.000,0
1171.00,240.00,28.000000,31.000,0
1183.00,352.00,17.000000,31.000,0
1176.00,350.00,19.000000,31.000,0
1170.00,347.00,13.000000,31.000,0
1182.00,94.00,7.000000,31.000,0
1181.00,86.00,9.000000,31.000,0
1170.00,83.00,24.000000,31.000,0
1221.00,355.00,7.000000,31.000,0
1207.00,351.00,8.000000,31.000,0
1207.00,349.00,8.000000,31.000,0
69.00,51.00,63.000000,31.000,0
55.00,53.00,57.000000,31.000,0
87.00,75.00,28.000000,31.000,0
77.00,79.00,26.000000,31.000,0
89.00,61.00,35.000000,31.000,0
